2025-09-24 22:47:49,160 DEBUG __main__:170 | x09 = 0x00000000 (          0)
2025-09-24 22:47:49,160 DEBUG __main__:170 | x10 = 0x00000000 (          0)
2025-09-24 22:47:49,161 DEBUG __main__:170 | x11 = 0x00000000 (          0)
2025-09-24 22:47:49,161 DEBUG __main__:170 | x12 = 0x00000000 (          0)
2025-09-24 22:47:49,161 DEBUG __main__:170 | x13 = 0x00000000 (          0)
2025-09-24 22:47:49,161 DEBUG __main__:170 | x14 = 0x00000000 (          0)
2025-09-24 22:47:49,162 DEBUG __main__:170 | x15 = 0x00000000 (          0)
2025-09-24 22:47:49,162 DEBUG __main__:170 | x16 = 0x00000000 (          0)
2025-09-24 22:47:49,162 DEBUG __main__:170 | x17 = 0x00000000 (          0)
2025-09-24 22:47:49,162 DEBUG __main__:170 | x18 = 0x00000000 (          0)
2025-09-24 22:47:49,163 DEBUG __main__:170 | x19 = 0x00000000 (          0)
2025-09-24 22:47:49,163 DEBUG __main__:170 | x20 = 0x00000000 (          0)
2025-09-24 22:47:49,163 DEBUG __main__:170 | x21 = 0x00000000 (          0)
2025-09-24 22:47:49,163 DEBUG __main__:170 | x22 = 0x00000000 (          0)
2025-09-24 22:47:49,164 DEBUG __main__:170 | x23 = 0x00000000 (          0)
2025-09-24 22:47:49,164 DEBUG __main__:170 | x24 = 0x00000000 (          0)
2025-09-24 22:47:49,164 DEBUG __main__:170 | x25 = 0x00000000 (          0)
2025-09-24 22:47:49,164 DEBUG __main__:170 | x26 = 0x00000000 (          0)
2025-09-24 22:47:49,165 DEBUG __main__:170 | x27 = 0x00000000 (          0)
2025-09-24 22:47:49,165 DEBUG __main__:170 | x28 = 0x00000000 (          0)
2025-09-24 22:47:49,165 DEBUG __main__:170 | x29 = 0x00000000 (          0)
2025-09-24 22:47:49,166 DEBUG __main__:170 | x30 = 0x00000000 (          0)
2025-09-24 22:47:49,166 DEBUG __main__:170 | x31 = 0x00000000 (          0)
2025-09-24 22:47:58,460 DEBUG __main__:244 | x03 <- 0x0000000F
